customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_policy_active,months_since_last_claim,current_claim_amount,total_claims,total_claims_amount,customer_lifetime_value
PA48777,Washington,High School,Medical Leave,Female,25965,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,65,41,23,1100,2,1829,836
PA75237,Nevada,Doctoral,Employed,Male,58883,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Midsize,62,24,1,1833,4,4443,-2955
PA80607,Oregon,High School,Employed,Male,85483,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,67,28,8,1523,3,2957,-1081
PA95799,Arizona,Associate,Medical Leave,Male,19581,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,61,65,32,1710,3,3346,619
PB16956,Oregon,Associate,Employed,Female,51001,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,99,40,13,1894,3,3610,350
PB21909,Oregon,Bachelor,Employed,Male,55632,Urban,Single,Agent,Extended,Personal,SUV,Midsize,123,59,35,2019,2,2832,4425
PB39857,California,Master,Employed,Male,72433,Urban,Married,Agent,Extended,Personal,SUV,Large,126,56,34,1557,2,2356,4700
PB41497,Oregon,High School,Employed,Male,81763,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,72,38,22,2030,4,4670,-1934
PB43222,Washington,Doctoral,Employed,Male,73759,Suburban,Married,Agent,Premium,Personal,Four-Door Car,Small,114,36,2,1307,2,2243,1861
PB54378,Oregon,Doctoral,Medical Leave,Female,26463,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,72,63,28,1532,3,3536,1000
PB60303,Oregon,Master,Employed,Female,68568,Suburban,Married,Branch,Extended,Personal,Luxury Car,Midsize,223,39,5,1088,2,1394,7303
PB60406,California,Doctoral,Employed,Female,79719,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Small,71,41,12,1396,2,1975,936
PB81005,Oregon,Bachelor,Employed,Male,53562,Urban,Married,Branch,Extended,Personal,SUV,Midsize,135,43,24,1704,2,2308,3497
PB90912,California,High School,Employed,Male,70833,Suburban,Married,Web,Basic,Personal,Luxury SUV,Large,193,50,15,1028,3,3264,6386
PB93081,California,High School,Employed,Male,41195,Rural,Married,Branch,Premium,Corporate,SUV,Small,160,47,32,2037,2,3082,4438
PC12390,Nevada,Master,Employed,Male,74960,Rural,Single,Call Center,Basic,Corporate,Four-Door Car,Midsize,69,40,11,1316,2,2236,524
PC23709,California,Bachelor,Employed,Female,74905,Rural,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,72,48,16,1107,3,2925,531
PC43437,Arizona,Associate,Employed,Female,24083,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,63,57,22,1181,2,2081,1510
PC76141,Nevada,Bachelor,Medical Leave,Male,22932,Suburban,Married,Web,Basic,Personal,Four-Door Car,Small,62,23,2,1646,4,4115,-2689
PC80039,Oregon,Bachelor,Disabled,Female,19864,Suburban,Divorced,Web,Basic,Personal,Four-Door Car,Midsize,63,50,22,1171,2,2109,1041
PC83755,Oregon,High School,Employed,Male,95697,Rural,Married,Agent,Basic,Personal,Two-Door Car,Midsize,61,49,16,2004,3,3238,-249
PD11073,California,Associate,Employed,Female,35045,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,96,47,21,2124,2,2635,1877
PD19551,California,Bachelor,Employed,Female,37612,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Small,64,15,0,1516,1,1516,-556
PD27940,Arizona,High School,Disabled,Male,26372,Suburban,Married,Agent,Extended,Personal,SUV,Midsize,126,46,11,1408,2,2257,3539
PD30266,California,Associate,Employed,Female,73809,Urban,Married,Branch,Extended,Special,SUV,Midsize,125,31,5,1533,2,2476,1399
PD32052,California,High School,Employed,Male,51125,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,67,16,3,2029,3,3487,-2415
PD32641,Oregon,Associate,Employed,Male,31320,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,72,44,30,1921,3,3025,143
PD32854,Arizona,High School,Medical Leave,Female,28513,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,100,35,4,1332,2,2024,1476
PD33979,Oregon,High School,Employed,Male,21709,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Large,62,41,28,1241,2,2068,474
PD36660,California,High School,Employed,Female,95850,Urban,Married,Agent,Basic,Corporate,Sports Car,Midsize,109,19,3,1713,2,2741,-670
PD66941,Arizona,Bachelor,Retired,Male,17622,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,65,23,1,2009,2,2944,-1449
PD94315,Arizona,Bachelor,Disabled,Female,23444,Suburban,Married,Call Center,Premium,Corporate,SUV,Midsize,196,42,7,1149,2,1836,6396
PE32165,California,High School,Employed,Female,76912,Rural,Married,Agent,Basic,Corporate,Sports Car,Midsize,116,12,0,1350,1,1350,42
PE39479,Washington,Associate,Employed,Male,88592,Urban,Married,Branch,Extended,Corporate,Four-Door Car,Large,76,55,19,1630,2,2481,1699
PE42960,California,Bachelor,Employed,Male,58488,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,73,53,29,1722,3,3132,737
PE47967,Oregon,Associate,Employed,Female,79055,Rural,Divorced,Branch,Basic,Personal,Luxury SUV,Midsize,186,56,32,1325,2,1987,8429
PE51299,California,High School,Employed,Male,73026,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,67,43,29,1515,3,4041,-1160
PE54870,Oregon,Associate,Employed,Male,88454,Urban,Divorced,Web,Basic,Personal,SUV,Midsize,101,41,8,1831,2,2860,1281
PE59368,Washington,Bachelor,Employed,Female,72096,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,64,49,24,1683,2,2479,657
PE59735,Oregon,High School,Disabled,Female,20031,Rural,Married,Branch,Extended,Personal,Four-Door Car,Midsize,86,30,4,1148,2,2256,324
PE63707,Nevada,Bachelor,Employed,Male,88567,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,67,32,9,1663,2,2204,-60
PE66545,Oregon,Bachelor,Employed,Male,29250,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Small,64,61,27,2125,2,2782,1122
PE72696,California,Associate,Employed,Male,68025,Suburban,Divorced,Branch,Extended,Personal,Four-Door Car,Midsize,91,33,15,1859,2,2617,386
PF24757,Arizona,Associate,Employed,Female,72608,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,82,54,26,1027,2,1767,2661
PF26758,Oregon,Associate,Employed,Female,94880,Urban,Single,Agent,Extended,Special,Four-Door Car,Midsize,79,36,18,1536,2,2611,233
PF40592,Washington,Associate,Medical Leave,Female,23285,Rural,Married,Web,Basic,Personal,Two-Door Car,Midsize,65,56,30,1453,2,2208,1432
PF53601,Oregon,Bachelor,Medical Leave,Male,17130,Suburban,Divorced,Agent,Basic,Special,Luxury SUV,Midsize,198,14,1,1345,3,3059,-287
PF77449,Washington,High School,Employed,Female,23923,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,82,65,29,1345,3,2915,2415
PF78020,California,Associate,Employed,Male,20075,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,71,13,0,1663,1,1663,-740
PF88939,Nevada,Doctoral,Disabled,Male,21726,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,104,42,20,1680,3,2906,1462
PG26401,Washington,High School,Employed,Male,77603,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,114,38,10,1910,2,2455,1877
PG27422,California,Bachelor,Employed,Female,89953,Urban,Single,Web,Basic,Corporate,Four-Door Car,Midsize,74,16,3,1778,2,2898,-1714
PG42834,Arizona,Bachelor,Employed,Female,26577,Rural,Married,Agent,Extended,Personal,Four-Door Car,Midsize,79,36,9,1215,2,1805,1039
PG43749,Oregon,Associate,Disabled,Female,17572,Suburban,Married,Call Center,Premium,Personal,Two-Door Car,Midsize,110,20,0,1430,1,1430,770
PG48617,California,High School,Employed,Male,46267,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,72,35,4,1920,2,2834,-314
PG50529,California,High School,Employed,Female,31972,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,70,34,4,1511,2,2332,48
PG82270,California,Associate,Employed,Male,36845,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,74,36,14,1166,2,2058,606
PG90331,California,Associate,Disabled,Male,11656,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,70,31,19,2085,2,2911,-741
PG93638,Oregon,Associate,Employed,Male,28919,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,73,28,11,1712,2,2576,-532
PH47195,California,Bachelor,Employed,Male,74271,Rural,Divorced,Call Center,Extended,Personal,Sports Car,Midsize,136,25,1,2237,2,3293,107
PH70685,California,Bachelor,Employed,Female,70795,Urban,Married,Call Center,Basic,Corporate,Four-Door Car,Midsize,68,41,10,1802,2,2808,-20
PH78214,Oregon,Associate,Medical Leave,Female,27677,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,72,32,10,1058,3,2430,-126
PH83205,Oregon,Bachelor,Employed,Male,26790,Suburban,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,71,38,4,1503,2,2247,451
PH85036,Washington,Bachelor,Employed,Female,79325,Urban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,68,31,4,1647,4,4563,-2455
PH91033,Oregon,Associate,Employed,Male,86347,Urban,Married,Web,Extended,Personal,Sports Car,Midsize,130,39,17,1896,2,2617,2453
PH97342,Arizona,High School,Disabled,Female,18495,Suburban,Married,Branch,Basic,Personal,SUV,Large,113,29,10,1354,3,2716,561
PI71828,Arizona,Associate,Employed,Male,38460,Urban,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,61,34,11,1525,2,2144,-70
PI79725,Oregon,Bachelor,Employed,Female,79297,Urban,Married,Call Center,Basic,Corporate,Four-Door Car,Small,64,41,14,2032,3,3480,-856
PI92163,Nevada,Bachelor,Medical Leave,Male,24383,Suburban,Single,Call Center,Basic,Corporate,Four-Door Car,Midsize,69,18,4,1924,4,5092,-3850
PJ36160,California,Bachelor,Employed,Male,83589,Urban,Single,Agent,Basic,Personal,SUV,Small,103,46,27,1661,2,2629,2109
PJ36749,Washington,High School,Employed,Female,37995,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,139,32,16,1251,2,1815,2633
PJ67250,Arizona,Associate,Employed,Female,33554,Suburban,Married,Agent,Extended,Special,SUV,Midsize,131,44,25,1342,2,1890,3874
PJ73790,Oregon,Bachelor,Employed,Female,60021,Suburban,Married,Agent,Extended,Special,Four-Door Car,Small,99,42,12,1315,2,2226,1932
PJ84431,California,High School,Employed,Male,91512,Suburban,Married,Branch,Basic,Personal,Luxury Car,Midsize,189,35,6,1813,2,2118,4497
PJ86059,Oregon,High School,Employed,Female,83460,Suburban,Divorced,Call Center,Basic,Corporate,Four-Door Car,Midsize,66,46,20,1112,2,2224,812
PJ92694,California,High School,Employed,Male,57135,Urban,Divorced,Branch,Basic,Corporate,Four-Door Car,Midsize,61,42,25,1897,4,3823,-1261
PK20739,Oregon,Bachelor,Employed,Male,25074,Suburban,Married,Branch,Premium,Personal,Two-Door Car,Midsize,112,44,17,1945,2,2924,2004
PK23339,Arizona,High School,Employed,Female,72460,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,85,39,9,1907,3,3605,-290
PK26805,California,High School,Employed,Male,20371,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,71,46,19,1565,4,4094,-828
PK28821,California,Associate,Employed,Male,24721,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,67,15,3,1877,2,2746,-1741
PK37121,Washington,High School,Employed,Female,91775,Rural,Married,Branch,Basic,Personal,SUV,Large,108,29,9,1531,3,3653,-521
PK37320,Oregon,Master,Employed,Female,83838,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,65,23,1,1955,2,2951,-1456
PK47936,Washington,High School,Employed,Female,25806,Suburban,Married,Call Center,Premium,Personal,Four-Door Car,Midsize,110,43,20,1125,2,1943,2787
PK51938,Oregon,Associate,Retired,Female,17489,Suburban,Divorced,Branch,Extended,Corporate,Four-Door Car,Small,85,55,31,1205,2,1562,3113
PK52952,Arizona,Doctoral,Employed,Male,28224,Suburban,Single,Call Center,Basic,Personal,SUV,Midsize,109,39,13,1751,3,3569,682
PK58026,Nevada,Bachelor,Employed,Female,96917,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,71,67,31,1085,3,2365,2392
PK66498,California,High School,Employed,Male,72897,Suburban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,73,51,26,1785,2,2693,1030
PK79296,California,Associate,Disabled,Female,28995,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,67,49,28,1410,3,3200,83
PK87824,California,Associate,Employed,Female,21604,Suburban,Divorced,Branch,Extended,Corporate,Four-Door Car,Midsize,79,27,14,1179,3,3025,-892
PL14941,Nevada,High School,Employed,Female,76700,Urban,Married,Branch,Premium,Personal,Four-Door Car,Small,112,25,13,1736,2,2303,497
PL18921,Oregon,Master,Retired,Female,21514,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,62,23,0,1594,1,1594,-168
PL28709,California,Associate,Medical Leave,Female,22571,Suburban,Single,Web,Basic,Personal,Four-Door Car,Large,63,45,29,1367,2,2005,830
PL44132,Arizona,Associate,Employed,Male,88362,Suburban,Single,Call Center,Extended,Personal,Two-Door Car,Midsize,78,43,9,2392,2,3258,96
PL54420,Arizona,Bachelor,Employed,Female,33190,Suburban,Divorced,Web,Basic,Personal,SUV,Midsize,106,49,18,1795,4,4216,978
PL56477,Oregon,Associate,Employed,Female,20852,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,73,36,8,1347,3,3313,-685
PL78574,Arizona,High School,Employed,Male,57449,Suburban,Single,Agent,Premium,Personal,Four-Door Car,Midsize,103,39,6,1559,2,2416,1601
PM11577,Oregon,Bachelor,Employed,Female,74001,Rural,Married,Web,Premium,Corporate,Two-Door Car,Midsize,108,22,3,1316,2,2073,303
PM13394,Washington,Associate,Medical Leave,Female,22404,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,70,29,0,1729,1,1729,301
PM14429,California,Associate,Employed,Male,30852,Urban,Single,Branch,Extended,Personal,Four-Door Car,Midsize,88,35,7,1703,2,2745,335
PM19162,Oregon,Bachelor,Employed,Male,25805,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,66,60,25,1982,4,4982,-1022
PM27367,California,Master,Employed,Female,73570,Rural,Single,Branch,Basic,Special,Two-Door Car,Midsize,70,28,0,953,1,953,1007
PM76175,Oregon,Bachelor,Employed,Female,49721,Suburban,Married,Call Center,Extended,Corporate,Sports Car,Large,132,53,18,1045,2,1970,5026
PN18507,Arizona,Bachelor,Employed,Male,88854,Suburban,Single,Branch,Premium,Personal,Two-Door Car,Midsize,118,30,6,1849,2,2629,911
PN18863,California,Associate,Employed,Male,21277,Suburban,Divorced,Web,Basic,Corporate,Four-Door Car,Midsize,66,26,1,2017,3,3183,-1467
PN35535,California,Associate,Employed,Female,98475,Suburban,Married,Web,Basic,Personal,SUV,Midsize,115,30,8,1189,3,2683,767
PN47493,Oregon,Associate,Employed,Female,41968,Urban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,67,37,11,1927,2,2610,-131
PN53766,California,Doctoral,Employed,Male,43091,Urban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,69,26,2,1744,2,2498,-704
PN77420,California,Associate,Employed,Male,30039,Suburban,Single,Agent,Basic,Corporate,Four-Door Car,Midsize,70,47,21,2190,4,4884,-1594
PN86062,California,High School,Medical Leave,Male,16495,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,85,37,25,1667,2,2600,545
PN98247,California,Associate,Employed,Male,58414,Suburban,Single,Agent,Extended,Personal,Luxury SUV,Small,210,36,7,1742,2,2339,5221
PO26937,Oregon,Bachelor,Employed,Male,95102,Rural,Married,Web,Premium,Corporate,Four-Door Car,Midsize,101,30,6,1708,3,3282,-252
PO27978,Oregon,Doctoral,Employed,Female,97785,Urban,Single,Call Center,Basic,Personal,Two-Door Car,Midsize,73,55,35,1757,2,2756,1259
PO56357,California,High School,Employed,Female,64604,Urban,Married,Web,Basic,Personal,Four-Door Car,Midsize,67,46,18,1590,2,2061,1021
PO80505,Nevada,Associate,Disabled,Female,14170,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,109,44,9,956,3,3000,1796
PO90615,Arizona,High School,Medical Leave,Female,25965,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,65,42,23,1446,4,3441,-711
PO98961,Washington,Associate,Medical Leave,Male,18400,Suburban,Married,Agent,Extended,Corporate,Two-Door Car,Small,89,39,26,1879,2,2620,851
PP14656,Washington,Master,Employed,Male,90353,Rural,Married,Branch,Basic,Personal,Two-Door Car,Midsize,70,17,3,1723,3,3033,-1843
PP26786,Arizona,Associate,Employed,Male,51906,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,73,52,29,1624,2,2767,1029
PP30874,California,High School,Employed,Female,28304,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,91,26,10,1321,2,1988,378
PP35705,California,High School,Medical Leave,Male,26376,Suburban,Divorced,Agent,Extended,Personal,SUV,Small,121,43,7,1638,3,3446,1757
PP36346,Nevada,High School,Disabled,Female,23393,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,95,44,26,1317,2,1897,2283
PP39078,California,Associate,Employed,Female,31504,Suburban,Married,Branch,Basic,Special,Four-Door Car,Small,71,29,8,1137,4,3942,-1883
PP64004,Nevada,Bachelor,Disabled,Female,20369,Suburban,Married,Agent,Basic,Personal,SUV,Small,105,31,4,1194,4,4311,-1056
PP80817,California,High School,Employed,Female,59886,Rural,Married,Agent,Basic,Personal,Sports Car,Midsize,104,64,30,1442,2,2208,4448
PP92749,California,Bachelor,Employed,Female,60021,Suburban,Married,Agent,Extended,Special,Four-Door Car,Small,99,25,12,982,3,2730,-255
PP97061,Nevada,Associate,Employed,Female,40864,Rural,Married,Agent,Basic,Personal,SUV,Midsize,109,38,16,1310,2,2119,2023
PQ13422,Nevada,Associate,Employed,Male,58194,Suburban,Married,Web,Extended,Personal,Four-Door Car,Small,84,51,26,1846,3,3944,340
PQ19113,Washington,Bachelor,Employed,Female,90750,Urban,Married,Agent,Premium,Personal,SUV,Midsize,170,50,30,1943,2,2925,5575
PQ27923,Washington,Master,Employed,Male,71737,Urban,Divorced,Agent,Extended,Personal,Two-Door Car,Midsize,79,42,7,1584,2,2676,642
PQ35034,Oregon,Associate,Employed,Female,37586,Rural,Divorced,Branch,Basic,Corporate,Two-Door Car,Midsize,63,47,29,1249,2,1967,994
PQ36549,Arizona,Bachelor,Disabled,Male,14174,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,72,31,1,1524,3,2880,-648
PQ46798,California,Associate,Disabled,Female,17034,Suburban,Single,Agent,Basic,Personal,Sports Car,Midsize,113,29,11,1207,2,2210,1067
PQ65328,Oregon,High School,Employed,Male,71460,Rural,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,74,24,11,1921,3,4263,-2487
PQ72803,Washington,High School,Retired,Female,10312,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Large,78,36,10,1443,2,2020,788
PR10005,Oregon,Bachelor,Employed,Male,85210,Rural,Divorced,Web,Basic,Personal,Four-Door Car,Midsize,74,35,23,1843,2,2401,189
PR13091,Oregon,Associate,Employed,Female,55542,Urban,Single,Web,Basic,Personal,Sports Car,Midsize,117,28,1,1593,3,2827,449
PR21713,Nevada,High School,Employed,Male,81082,Urban,Married,Agent,Basic,Personal,Four-Door Car,Large,73,30,5,1642,2,2417,-227
PR22184,California,Associate,Employed,Female,95330,Suburban,Married,Branch,Basic,Corporate,Sports Car,Midsize,113,36,1,1041,3,3435,633
PR23514,California,Associate,Employed,Male,60184,Rural,Divorced,Web,Basic,Personal,Luxury SUV,Midsize,199,22,7,1578,2,2189,2189
PR31642,Oregon,Bachelor,Employed,Female,32802,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,114,44,31,1027,2,2226,2790
PR37714,California,Bachelor,Employed,Female,32238,Suburban,Divorced,Branch,Extended,Personal,Four-Door Car,Midsize,91,51,15,1256,2,1870,2771
PR51268,Arizona,Doctoral,Employed,Female,37384,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,99,37,9,1228,3,2936,727
PR59105,Oregon,High School,Employed,Female,53223,Urban,Divorced,Agent,Basic,Personal,Four-Door Car,Large,72,21,9,1541,2,2783,-1271
PR80703,California,Bachelor,Employed,Female,51335,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,71,49,17,1096,2,2000,1479
PR98117,Oregon,Bachelor,Employed,Female,97666,Rural,Single,Branch,Basic,Personal,Four-Door Car,Midsize,66,39,16,1221,2,2598,-24
PS25185,Washington,Bachelor,Medical Leave,Female,20079,Suburban,Single,Web,Premium,Corporate,Two-Door Car,Midsize,110,17,1,1350,2,2171,-301
PS28082,Arizona,High School,Employed,Male,57563,Suburban,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,66,31,7,2140,2,2978,-932
PS30217,California,Bachelor,Employed,Female,44817,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,83,38,23,1279,2,1895,1259
PS43764,Washington,High School,Medical Leave,Male,12430,Suburban,Single,Call Center,Basic,Special,Four-Door Car,Midsize,73,57,22,1365,2,2395,1766
PS47550,California,High School,Employed,Female,80237,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,108,17,4,1503,4,4770,-2934
PS57128,California,Bachelor,Employed,Female,41341,Rural,Single,Agent,Extended,Personal,Four-Door Car,Midsize,99,33,4,1273,3,2993,274
PS68884,California,Associate,Employed,Male,58089,Suburban,Married,Agent,Basic,Corporate,SUV,Midsize,118,66,31,1895,3,3373,4415
PS69748,Washington,Associate,Employed,Male,83846,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Large,74,34,22,1801,3,3715,-1199
PS78418,Oregon,Bachelor,Employed,Male,52278,Urban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,73,67,31,1709,4,4676,215
PT12544,Arizona,Associate,Employed,Male,63935,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,87,36,20,2296,2,3289,-157
PT32230,California,High School,Employed,Female,70059,Rural,Married,Agent,Basic,Personal,Luxury SUV,Midsize,194,31,1,1484,4,4085,1929
PT34656,California,Associate,Employed,Female,55350,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,67,27,0,1265,1,1265,544
PT40521,California,Bachelor,Retired,Female,23904,Suburban,Single,Agent,Extended,Corporate,SUV,Midsize,123,19,1,1220,2,1882,455
PT42203,California,Associate,Employed,Male,78617,Rural,Married,Web,Premium,Corporate,Four-Door Car,Midsize,101,24,3,2136,3,3966,-1542
PT46181,California,Associate,Employed,Male,65176,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,62,38,24,1852,3,2952,-596
PT50287,Oregon,Bachelor,Employed,Female,69746,Urban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,74,34,17,1481,2,2462,54
PT64580,Washington,Master,Employed,Male,77048,Rural,Married,Agent,Basic,Personal,SUV,Midsize,103,33,20,1706,3,3290,109
PT70350,Oregon,High School,Employed,Male,27607,Suburban,Married,Agent,Premium,Corporate,Four-Door Car,Midsize,104,34,15,2095,2,2760,776
PT73521,California,Associate,Employed,Male,42968,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,69,30,15,2007,2,2760,-690
PU18983,Oregon,High School,Employed,Female,21450,Suburban,Divorced,Call Center,Basic,Personal,Sports Car,Small,110,42,8,1660,2,2223,2397
PU25554,Oregon,Bachelor,Employed,Female,62579,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,72,61,33,2082,2,2594,1798
PU33703,California,Associate,Employed,Female,43721,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,61,33,5,938,2,1908,105
PU34934,Arizona,Associate,Employed,Female,22601,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,88,35,1,1173,2,2024,1056
PU36617,Arizona,Associate,Employed,Male,48638,Rural,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,82,51,16,2140,2,3040,1142
PU41393,Nevada,Associate,Medical Leave,Male,20225,Suburban,Married,Call Center,Basic,Special,SUV,Small,114,45,27,1519,3,3433,1697
PU42145,California,Bachelor,Medical Leave,Male,14072,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,71,46,13,1740,3,3892,-626
PU71194,Oregon,Bachelor,Employed,Female,56343,Suburban,Divorced,Branch,Premium,Personal,Luxury Car,Midsize,295,35,11,1211,3,2945,7380
PU73501,Arizona,Bachelor,Employed,Male,97361,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,73,27,6,1630,4,4612,-2641
PU73561,Arizona,Bachelor,Employed,Female,24641,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,105,47,12,1274,2,2022,2913
PU75847,Arizona,Associate,Employed,Male,98451,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,62,42,19,1902,3,3094,-490
PU78245,Arizona,Bachelor,Employed,Female,88249,Rural,Single,Agent,Basic,Personal,SUV,Large,108,44,9,942,2,1582,3170
PU81096,Arizona,Bachelor,Employed,Male,43947,Urban,Married,Agent,Basic,Personal,Four-Door Car,Large,61,69,33,1859,3,3739,470
PU88199,Oregon,High School,Employed,Male,99845,Suburban,Married,Branch,Basic,Corporate,SUV,Midsize,110,54,23,1613,4,4673,1267
PU92298,Arizona,Bachelor,Medical Leave,Female,22699,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,74,42,11,1030,2,1460,1648
PU95227,Washington,Bachelor,Employed,Male,22853,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,87,35,16,1889,2,2561,484
PV12088,Arizona,High School,Medical Leave,Male,19508,Suburban,Single,Branch,Basic,Personal,Two-Door Car,Midsize,61,41,22,1821,2,2515,-14
PV26437,California,Bachelor,Employed,Female,57777,Urban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,61,53,21,1676,3,3138,95
PV39600,California,Bachelor,Employed,Male,24285,Suburban,Divorced,Agent,Premium,Personal,Two-Door Car,Small,111,34,6,2154,2,2954,820
PV48046,California,Master,Employed,Male,39722,Suburban,Divorced,Call Center,Extended,Personal,SUV,Large,133,39,9,1601,2,2366,2821
PV55726,Oregon,Master,Employed,Female,29462,Suburban,Single,Branch,Basic,Personal,SUV,Large,107,60,28,1101,3,2393,4027
PV62467,California,Associate,Employed,Female,36413,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,61,50,21,1003,3,2003,1047
PV62583,Nevada,Associate,Medical Leave,Male,22166,Suburban,Married,Web,Extended,Personal,SUV,Midsize,126,45,10,1189,2,2117,3553
PV77228,Arizona,Associate,Employed,Male,62873,Urban,Divorced,Call Center,Extended,Corporate,Four-Door Car,Midsize,81,27,0,2279,1,2279,-92
PV77906,Arizona,Bachelor,Disabled,Male,23604,Suburban,Married,Web,Basic,Corporate,Two-Door Car,Midsize,64,39,4,1455,2,2143,353
PW15144,Washington,Associate,Employed,Male,40818,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,66,31,6,1974,3,3070,-1024
PW23851,Oregon,Bachelor,Employed,Female,63287,Suburban,Married,Agent,Extended,Personal,SUV,Small,127,29,5,1177,3,3183,500
